start	end	text
2796540	2803620	of all of the things that are going on with the rest of the group and his natural inspiration
2803620	2811300	is allowed to come out at the same time. You assume a role of both participant and observer.
2812000	2818760	And this pertains to anything that you do. It can be with a conversation with another person.
2818760	2839380	By being both participant and observer, you can correct and adjust for mistakes that you make because you can see you're observing the result of the impact of what you're saying on this person, but at the same time, you're going, oh, that was a mistake.
2839380	2840120	I'm sorry.
2840320	2842240	You know, that was not right.
2842240	2843580	I should have said this.
2843660	2844640	I didn't mean that.
2844760	2845260	Whatever.
2845440	2848140	It gives you the chance to correct.
2850660	2854080	Participant and observer, it works with everything.
2855060	2862120	It's the creative and it's the observant and the rational, all that stuff, but if you really
2862120	2866140	think of it in roles, it works with everything that you do in life.
2866900	2877180	And that's important because I think the Saving Grace that we have as human beings is the
2879400	2886200	in Forward Motion i call it Forward Motion we're constantly moving forward we can't go backwards
2887160	2894100	right you can't go back in time and correct that bad note ah i played the wrong you can't go back
2895020	2902500	but you can recognize that and you can develop a tool like okay let's think of it this way
2902500	2908380	I'm in the river I'm in a river that's moving and the current's moving i can't go back Upstream
2908760	2916320	strong right but i have a paddle and i can recognize that there's a rock coming up and i
2916320	2922620	can turn the paddle to get me to move to the little just to the left of it or a Craig in the
2922620	2928820	coming out of the water some Branch or something i can make adjustments having Forward Motion gives
2928820	2937280	us the ability to adjust to correct mistakes to correct deficiencies to correct defects of
2938760	2947900	whatever, right? And that also applies to everything else you're doing. And in order
2947900	2952720	to make that work, you have to be the guy steering, but at the same time, you got to
2952720	2959320	be the guy looking. So you have to be Observer and participant in everything that you do.
2959580	2966560	And that's what musicians do. That's what great artists do, that they observe and they
2967520	2974020	participate at the same time. When you're writing code, it happens the same kind of way too. You're
2974020	2979900	both Observer and participant of what's going on. And so I like to think of it in terms of that
2979900	2986340	rather than I'm using this side of my brain or that side of the brain. You know, you try to
2986340	2991140	maintain that balance between Observer and participant so that you don't go too far into
2991140	2999320	one and not the other that's what i look at oh my gosh does that make sense it does uh you just said
2999320	3006280	that phrase uh Forward Motion you know I'm thinking about that now as you're talking and uh
3007060	3010220	and you mentioned too it can happen in conversations too so i guess the Observer
3010819	3017460	is starting to think about that so um in in your life you know you've had some really great
3017460	3024140	wonderful Forward Motion that's happened and as that Arc continues to move forward uh what else
3024140	3029480	would you love to see show up for you and this is super open-ended it can be career it can be
3029480	3034200	life you know it could be anything but uh what else in the in the realm of Forward Motion would
3034200	3043540	you like to see happen for south segoi well i think that we're all at an incredible moment
3043540	3046420	in the history of mankind right now.
3048180	3052020	You know, it's obvious to anybody that's paying attention
3052020	3056180	that we are at an inflection moment in history
3056180	3058740	like none other that we've ever faced.
3058920	3062860	The whole thing going on with climate, you know,
3064919	3069920	it's been my experience that if you're a person
3069920	3072980	that requires pain to learn something,
3073540	3082660	will be provided to you in the amount required that you know if i really if that's the way i
3082660	3091120	learned by doing that then you'll get what you need yeah and I'm seeing that principle applied
3091120	3100040	to the World At Large that all of society is now becoming aware we're getting levels of pain
3100640	3107520	that are making us aware and having to respond and that means we're going to do fundamental
3107520	3114320	changes in the way that we that we perceive that we represent that we have government that we do
3115440	3123320	economy everything's going to be happening i i see that as incredible disturbance kind of thing
3123320	3129920	but at the same time it's been my experience like i was describing when i was at Apple and
3130040	3139620	this whole turmoil that was the time that the the solutions were born and and begun to be integrated
3140279	3146200	and i think that's going to happen now i think that the the world's going to be facing things
3146200	3152000	where the solutions are going to be coming up the creative the creativity the technology the
3152000	3158340	people the determination the character all of those things are going to be called to the fore
3161560	3169360	we have to think about well what's my place where do i fit in this and how's this going to affect me
3169360	3174140	but also at the same time how am i going to be involved in it you know
3175980	3185840	it's all about the timing and this is our time in the world and so i i see as scary as it is
3185840	3193020	it do get hope in what i see some of the things that are happening with people some people are
3193020	3199060	very passionate about it and some of the solutions we're coming up with are really incredible and
3199060	3206160	amazing and i have hope that Humanity can respond at the same time i understand it's going to be
3206160	3211120	very painful process that we're going to go through because the world that we know is never
3211120	3220580	going to be the same you know I'm never going to have a need for a sled when i was a kid there used
3220580	3225680	to be snow on the ground and you would buy every kid had like a beat up sled that we used to take
3225680	3232760	and stuff and then it stopped snowing and there's no more of that so things are going to change
3233640	3241320	but I think out of it it gives us the opportunity to become tighter and more understanding and more
3241320	3251340	empathetic and to figure out Solutions together it's going to be challenging but i i think that's
3251340	3260280	what's happening and trying to figure out your own place in that is is interesting too every
3260280	3267720	one of us you as a father yeah have to be thinking about okay this is affecting my family hum what's
3267720	3274840	what's going to happen you know everybody's going to be involved in this somehow and it's together
3274840	3283000	that we're going to solve and come to some kind of of of solution it's not going to be changing it
3283000	3288860	back to what it was because that's gone now and it will take thousands of years to change it back
3290280	3295920	to come to a solution having an answer and we're going to do it together because that's just
3296440	3300040	the necessity of it and the pain of it will force us into that
3302780	3310040	so is that too heavy yes that's like just feel like with a Nerf valve like no i i would not
3310040	3316720	change a minute of this conversation i love every bit of it um and i i appreciate uh even with the
3316720	3322900	full realization uh from what i consider to be a very brilliant person of the magnitude of the
3322900	3329980	challenge that's ahead of us uh also the optimism that's tied in with you know what when you're you
3329980	3335640	change when you're forced to and uh it looks like we might be getting there sooner than later so
3336399	3342080	you're you're a uh glass person if you can learn from the mistakes of others
3342980	3347860	and there's been many times I've been able to learn from the mistakes of others and i i'm so
3347860	3354440	grateful for that you know i am a blessed human being the fact I'm still here and that i get to
3354440	3360500	contribute and make contributions in a variety of ways and that i have a wonderful partner to
3360500	3368480	share my life with I'm a blessed person and you know we will all do this together we'll figure
3368480	3375260	out how to Clump together in that River and keep going we'll make this happen that's right we will
3375260	3382060	succeed that's right so always an honor to talk to you thank you so much for this time and our
3382060	3386400	thanks to all of you for listening if you're looking for a quick way to make our Day a review
3386400	3391400	in itunes or subscribing to this podcast would mean the world to us our thanks to small pond
3391400	3397260	productions for sponsoring and this was the pro guide learn from leaders change your life see
3401020	3401180	You
