start	end	text
2598520	2604860	basic one here that begins with a provisioning you it has a stagger mechanism so that it will
2604860	2610480	automatically stagger the devices so that they don't overload the bus you can erase the device
2611080	2616840	update to device, prepare for automated enrollment, and provisioning. And that would be the standard
2616840	2623200	workflow, like you would run. And in addition, you have all of these other Automator actions,
2623340	2629960	and you can customize using run shell script action that handles all the standard shells,
2630080	2634300	and you can have your variables coming in as standard in if you like, or as arguments.
2634300	2641560	And using that, you can call CFG-Util, and you can have like this one that changes, renames
2641560	2643680	the device using the device serial number.
2644060	2648880	Here's an example of removing a specific configuration profile.
2649140	2651500	Here's one that does the device health tech.
2652360	2659020	And remember last time at the end of my talk, I showed how you can even execute Jamf attribute
2659020	2664040	extensions by just connecting the device, and it will change your MDM and change the
2664300	2669720	just by connecting. So there's a lot of customization that you can do and some
2669720	2675520	of the standard workflows that APU is used for is like here's one for the
2675520	2679360	police department device provisioning. This is like their standard workflow
2679360	2687640	that they would do. And one device, one piece of hardware that's running APU can
2687640	2697200	provision 120 devices an hour, which is like 960 a day, 4,800 a week, or 19,000 over a month.
2697360	2704960	So just one unit can have a tremendous impact at a precinct. Here's a workflow for a medical center.
2705360	2710940	These are kind of the standard workflows that they use. Here's a workflow for a retail health
2710940	2717520	check on the devices that their salespeople use. All of these are just standard workflows you create
2717640	2720900	in Automator, and then APU will run them for you.
2721100	2723540	Let me show you what APU looks like.
2723700	2725020	So here's the interface.
2725580	2729460	You have a workflow button, then you have a status button.
2729600	2732500	It's like yellow if everything's processing,
2732820	2734140	green if it's completed,
2734340	2736960	and it will highlight if there's an issue.
2737340	2740480	Then you can see what percentage of progress is done,
2740900	2742320	this device serial number,
2742480	2744980	any kind of feedback about the processing.
2744980	2752340	In addition, you can see what Automator action's being run, the device name, device type, all
2752340	2757860	of the version, that kind of information is available, and what slot in your hardware
2757860	2760660	that device is occupying, and that's important.
2761080	2763760	So let me actually run one here.
2763880	2770840	I'm going to pick a workflow, and I have this totally sped up, and it's going to process
2770840	2771860	10 devices.
2772980	2779700	normally it takes you can fully process and erase a device usually in anywhere from 10 to 15 minutes
2780420	2788440	and that means wipe it re-enroll it mdm it copy stuff over to it the whole thing it's pretty
2788440	2795420	efficient and it's just all based on attachment you don't have to once you've set this to this
2795980	2802880	station up then you just plug in and that's important because it might be a
2802880	2806320	nurse that's doing that it might be somebody that you know they clean the
2806320	2809780	iPad and they put it in the rack and it starts it or it might be a police
2809780	2812980	officer that comes in from their shift and they take their phone and they stick
2812980	2817460	it in a rack and the attachment happens automatically for them and starts
2817460	2822880	processing the device you need to have a common denominator about how you can
2822880	2829300	use this to set it up it doesn't mean that you can't also use this for if you have a palette of
2829300	2836200	ios devices and you want to do initial setup and enrollment you can use these apu to do that too
2836200	2841720	as well and you can work your way through that palette of devices very quickly as well and you
2841720	2847640	can see that they're becoming green here the one that had the problem that needed to be trusted
2848259	2853640	is probably the last one up there, and they're independent, so as the employees see that the
2853640	2859460	green button is there, they can walk up and just take the device away. So that was like 10 different
2859460	2866400	devices, and it has all of that ability for it. You can project it to a TV screen, so if it's in
2866400	2871340	the back room of your retail shop, you can just look in and see if you have a green button that
2871340	2878200	you can get it from. Apple Provisioning Utility is quite impressive. It has a lot of advantages
2878200	2884160	to it. You can do zero touch, you can do MDM, device health check, all of those features
2884860	2891160	just by plugging in the device into a piece of hardware. And as long as I'm talking about
2891160	2899780	the piece of hardware, Bradford has just announced a new type of hardware tray. This particular
2901340	2907400	in the phone for iPhones. And it can handle like 20 different iPhones. It has a Mac Mini
2908100	2917420	Mac Mini integration. It has APU controlled LED indicators. So the software in APU can flash the
2917420	2922100	lights to be whatever it needs. So you don't have to have a screen to look at. You can just look at
2922100	2928040	the tray and APU can be telling you which device you want to use. And it does simultaneous charging
2928040	2929440	as well as sync.
2930200	2933200	It's quite unusual, quite powerful,
2933400	2937220	and the next step in device management.
2937220	2938280	It's really impressive.
2938620	2940840	Now, as far as what the future will bring,
2941080	2945060	I will note that Macs fit into racks as well.
2946080	2947940	I'll just make that observation.
2952560	2955620	So we've seen that the world's in change,
2955620	2963600	and sometimes you know that whole concept of change can be unnerving but when things are
2963600	2970600	changing and they're unnerving there is something I always rely on and it's friendship and you can
2970600	2977420	count that the friendship that you find here at Mac Tech we can solve problems together that we
2977420	2983340	can't solve by ourselves and it's the friendship that you get here that makes the difference in
2983340	2984960	the end. Thank you very much.
